2019-03-01 15:36:28,"b'@USCGHyderabad @TelanganaDGP @USAndHyderabad @TelanganaCMO @KTRTRS @hydcitypolice Wow...madam, u have integrated completely as an Indian....you look just like an Indian in your attire...Thank u for embracing the Indian culture and attire.. \xf0\x9f\x92\x90\xf0\x9f\x92\x90\xf0\x9f\x92\x90\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f'",3240225617,227,
2019-03-01 15:32:43,"b""@ts_nishant @HydForum @CommissionrGHMC @HYDTP @hydcitypolice @shopanjagutta @TelanganaDGP *\n\n#Panjagutta Traffic Police are seen regulating traffic but they are unsuccessful in controlling violators.\n\n@AddlCPTrHyd doesn't seem to be interested in resurrecting this current scenario &amp; none of their team are interested too..\n\n@CPHydCity \n\n#Hyderabad #Telangana""",879572250663333888,51,
2019-03-01 15:32:01,b'@hydcitypolice Huge noise coming from Kings Palace Function Hall Mehidipatnam. Please respond',535013936,27,
2019-03-01 15:28:14,b'@jvidyasagar @urban_lens @hydcitypolice @HYDTraffic @CYBTRAFFIC @GHMCOnline @urbanvoicesin @HiHyderabad @CitizensForHyd @hmrgov *\n\nIs reoccurrence seen ? Please update.',879572250663333888,51,
2019-03-01 15:27:00,b'@pavan4career @KTRTRS @CPHydCity @TelanganaDGP @AddlCPTrHyd @hydcitypolice @HYDTP *\n\nHijras troubling - has your concerned SHO resolved your problems? Please update.\n\n#Secunderabad',879572250663333888,51,
2019-03-01 15:25:21,"b'@HydNomad @shojubileehills @hydcitypolice @shosrnagar @TelanganaDGP @MLAJUBILEEHILLS @TPadmaRao *\n\nIs this resolved, please update.\n\n#Hyderabad'",879572250663333888,51,
2019-03-01 15:23:38,"b""@hydcitypolice @DCPCZHyd @CPHydCity @TelanganaDGP *\n\nIs #HyderabadCityPolice @hydcitypolice are the trained to dealt live murder case/Goons damaging public properties?\n\nWhere do police of #Telangana\nStand in global ranking?\n\nCould you please answer our question? @hydcitypolice \n\nWe haven't forgotten but it's general follow up""",879572250663333888,51,
2019-03-01 15:01:26,"b'@SocialsPanda @HYDTP @hydcitypolice @CYBTRAFFIC @Rachakonda_tfc @cyberabadpolice Sir, can we know at which place?'",749934067118772225,13167,
2019-03-01 14:56:19,"b'@TelanganaDGP @hydcitypolice @shobanjarahills After Pathankot, Indian army strictly prohibited Civilians from wearing Army Uniform. Are you aware sir? https://t.co/3VK5SmTBVp'",842754519767310336,53,
2019-03-01 14:50:31,b'@hydcitypolice are you aware that use of Indian Army Uniform by Civilians is illegal??',842754519767310336,53,
2019-03-01 14:46:41,"b""@shobanjarahills @hydcitypolice @DCPWZHyd @DCPEASTZONE @CPHydCity @TelanganaDGP Good Evening sir, Just found the IMEI number of my dad's Samsung A7 mobile it is 356825076816636. Request you to please do the needful. Thank you.""",381917248,357,
2019-03-01 14:33:26,"b'No Helmet driving \nDATE: 1 March, 2019\nTIME: 6:05pm\nLOCATION: HCU central University road Hyderabad\nBIKE NUMBER: AP09BV 6135\n@hydcitypolice @HYDTP @CYBTRAFFIC https://t.co/l8ig7YrctA'",933186390098972672,8,
2019-03-01 14:32:36,b'@HYDTP @hydcitypolice @AddlCPTrHyd Good initiative',140010819,0,
2019-03-01 14:29:27,"b'No Helmet driving \nDATE: 1 March, 2019\nTIME: 6:07pm\nLOCATION: Doyens colony central University road Hyderabad\nBIKE NUMBER: TS35 A9596\n@hydcitypolice @HYDTP @CYBTRAFFIC https://t.co/QrrhzSyP8s'",933186390098972672,8,
2019-03-01 14:12:42,b'@hydcitypolice @TelanganaDGP plz take action on #TV9 Management &amp; brainless News room staff for putting life of Pilot #AbhinandanVarthaman in risk by exposing his details which he declined in Enemy capture @Ra_THORe @adgpi @DefenceMinIndia @CPHydCity https://t.co/yG0WaYCwGk',122854874,757,
2019-03-01 14:03:04,"b""@shobanjarahills @hydcitypolice @DCPWZHyd @DCPEASTZONE @CPHydCity @TelanganaDGP Good Evening sir, Just found the IMEI number of my dad's Samsung A7 mobile it is 356825076816636. Request you to please do the needful. Thank you.""",381917248,357,"Place(_api=<tweepy.api.API object at 0xaf592a6c>, id='7a8b600fe5f170bc', url='https://api.twitter.com/1.1/geo/id/7a8b600fe5f170bc.json', place_type='city', name='Rajendra Nagar', full_name='Rajendra Nagar, India', country_code='IN', country='India', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0xaf592a6c>, type='Polygon', coordinates=[[[78.233173, 17.2371055], [78.5373982, 17.2371055], [78.5373982, 17.5529688], [78.233173, 17.5529688]]]), attributes={})"
2019-03-01 13:57:51,"b'Ready for one day match between #India and #Australia on 2nd March at #Rajiv #Gandhi #International #cricket #stadium,#Uppal. CP Rachakonda, COO HCA Pandurang Murthy reviewed #arrangements.\n@TelanganaDGP @hydcitypolice @cyberabadpolice @BCCI https://t.co/Q5HhfjzOIW'",749934067118772225,13167,
2019-03-01 13:55:54,"b'@hydcitypolice Hi sir,\nthis chitradurga police twitter account please take action https://t.co/wRzShtxqSI'",1068730438234005505,36,
2019-03-01 13:50:55,b'@HYDTP @hydcitypolice @CYBTRAFFIC @Rachakonda_tfc @RachakondaCop @cyberabadpolice\n\nMay be a suggestion. On VVIP movement we may should not allow any stationary vehicle unattended on the same road. Marked in RED Circle https://t.co/aCuQjoGDs5',139848434,312,
2019-03-01 13:22:25,"b""#VR1..\n#HydSheteams  Register for the VR1 run  \nStand up for the cause of women\xe2\x80\x99s empowernment.... \nCome and join us at people's plaza on 17th March. @TelanganaDGP @hydcitypolice @HYDTP @hydsheteam @bharosahyd @CyberCrimeshyd @DCPEASTZONE @DCPNZHyd @DCPCZHyd @DCPWZHyd  @DCPSZHyd https://t.co/ulCcchlkZw""",3032283636,7404,
2019-03-01 13:19:52,b'@PMOIndia @hydcitypolice @narendramodi @BJP_RSS https://t.co/yhbExfUCqV sir arrest  this bustard... https://t.co/9B0AuG1xoD',1097150100919341056,6,
